timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2019-02-11,91.4800,92.0200,91.2000,91.5100,91.5100,445123,0.0000,1.0000
2019-02-08,90.4500,91.3900,89.9300,91.3900,91.3900,696212,0.0000,1.0000
2019-02-07,89.5200,90.7500,88.6400,90.7400,90.7400,541030,0.0000,1.0000
2019-02-06,88.9400,89.8100,88.5200,89.6400,89.6400,735685,0.0000,1.0000
2019-02-05,87.5600,89.3400,87.5600,89.1000,89.1000,688269,0.0000,1.0000
2019-02-04,86.5600,87.3000,86.0000,87.2800,87.2800,420626,0.0000,1.0000
2019-02-01,86.0000,86.8600,85.2200,86.7500,86.7500,650294,0.0000,1.0000
2019-01-31,85.6900,86.4100,85.4050,85.8600,85.8600,723107,0.0000,1.0000
2019-01-30,85.4900,86.2500,84.5400,85.9100,85.9100,353273,0.0000,1.0000
2019-01-29,84.5000,85.4400,83.9200,85.0300,85.0300,413286,0.0000,1.0000
2019-01-28,83.4100,84.5900,83.0300,84.2800,84.2800,402505,0.0000,1.0000
2019-01-25,84.0000,84.8600,83.7000,84.1900,84.1900,569853,0.0000,1.0000
2019-01-24,82.6900,83.2200,82.3700,83.0000,83.0000,422252,0.0000,1.0000
2019-01-23,82.4300,83.1250,81.7500,82.4300,82.4300,526179,0.0000,1.0000
2019-01-22,83.0500,83.0500,81.6400,82.1800,82.1800,518578,0.0000,1.0000
2019-01-18,82.4800,84.0450,82.3500,83.5100,83.5100,813548,0.0000,1.0000
2019-01-17,80.8900,82.3700,80.8900,81.7600,81.7600,663584,0.0000,1.0000
2019-01-16,81.5500,82.2800,80.9900,81.0100,81.0100,710833,0.0000,1.0000
2019-01-15,82.0000,82.4000,80.7900,81.7500,81.7500,611252,0.0000,1.0000
2019-01-14,81.6700,82.6700,81.2000,81.7700,81.7700,555126,0.0000,1.0000
2019-01-11,81.5400,82.2000,81.3700,82.0700,82.0700,435819,0.0000,1.0000
2019-01-10,82.1500,83.0138,81.6600,82.2000,82.2000,793001,0.0000,1.0000
2019-01-09,81.5400,82.8800,80.7500,82.3500,82.3500,589864,0.0000,1.0000
2019-01-08,81.1400,81.8200,80.6200,81.4400,81.4400,853508,0.0000,1.0000
2019-01-07,79.7300,81.0100,79.2900,80.3300,80.3300,610856,0.0000,1.0000
