,timestamp1,open1,high1,low1,close1,symbol
0,2019-02-11,52.97,53.14,51.91,52.83,CMS
1,2019-02-08,52.49,52.98,52.37,52.95,CMS
2,2019-02-07,52.07,52.62,51.68,52.6,CMS
3,2019-02-06,51.87,52.15,51.63,51.98,CMS
4,2019-02-05,51.85,52.25,51.58,52.05,CMS
5,2019-02-04,51.54,52.02,51.125,52.0,CMS
6,2019-02-01,52.06,52.17,51.14,51.78,CMS
7,2019-01-31,50.63,52.36,50.08,52.14,CMS
8,2019-01-30,50.76,51.545,50.72,51.44,CMS
9,2019-01-29,50.96,51.25,50.67,50.99,CMS
10,2019-01-28,50.79,51.07,50.38,50.8,CMS
11,2019-01-25,51.48,51.86,50.74,50.81,CMS
12,2019-01-24,51.4,51.71,50.92,51.69,CMS
13,2019-01-23,50.94,51.46,50.94,51.44,CMS
14,2019-01-22,51.0,51.39,50.49,50.96,CMS
15,2019-01-18,50.95,51.21,50.57,50.88,CMS
16,2019-01-17,50.38,51.07,50.3,50.98,CMS
17,2019-01-16,50.13,50.65,49.75,50.54,CMS
18,2019-01-15,49.3,50.4,49.22,50.22,CMS
19,2019-01-14,49.4,49.47,48.79,49.36,CMS
20,2019-01-11,49.79,49.84,49.33,49.73,CMS
21,2019-01-10,48.97,49.88,48.83,49.82,CMS
22,2019-01-09,49.15,49.58,48.765,48.86,CMS
23,2019-01-08,48.51,49.43,48.45,49.33,CMS
24,2019-01-07,48.61,48.95,48.32,48.6,CMS
25,2019-01-04,48.09,48.94,48.09,48.85,CMS
26,2019-01-03,48.26,48.78,48.0664,48.4,CMS
27,2019-01-02,49.52,49.56,47.97,48.31,CMS
28,2018-12-31,49.43,49.74,48.92,49.65,CMS
29,2018-12-28,49.63,49.95,49.16,49.37,CMS
30,2018-12-27,48.95,49.44,48.04,49.44,CMS
31,2018-12-26,48.33,48.94,47.63,48.88,CMS
32,2018-12-24,51.24,51.39,48.22,48.25,CMS
33,2018-12-21,51.12,52.41,50.89,51.17,CMS
34,2018-12-20,51.16,51.88,50.43,51.12,CMS
35,2018-12-19,51.33,51.715,50.68,51.12,CMS
36,2018-12-18,51.66,52.14,51.02,51.19,CMS
37,2018-12-17,52.96,53.16,51.22,51.4,CMS
38,2018-12-14,53.48,53.82,52.8,52.89,CMS
39,2018-12-13,52.69,53.585,52.69,53.48,CMS
40,2018-12-12,53.21,53.49,52.66,52.73,CMS
41,2018-12-11,53.22,53.38,52.69,53.16,CMS
42,2018-12-10,52.97,53.265,52.17,53.14,CMS
43,2018-12-07,52.97,53.25,52.36,52.93,CMS
44,2018-12-06,52.88,52.99,51.64,52.91,CMS
45,2018-12-04,52.42,53.3549,52.42,52.57,CMS
46,2018-12-03,51.99,52.36,51.29,52.35,CMS
47,2018-11-30,51.43,52.13,51.26,52.09,CMS
48,2018-11-29,51.23,51.32,50.52,51.31,CMS
