,timestamp1,open1,high1,low1,close1,symbol
0,2019-02-11,162.44,165.35,162.44,165.13,AAP
1,2019-02-08,161.99,163.61,161.12,162.41,AAP
2,2019-02-07,160.0,163.26,158.0,163.13,AAP
3,2019-02-06,161.38,161.8031,156.7,157.22,AAP
4,2019-02-05,162.39,162.98,159.63,161.46,AAP
5,2019-02-04,159.63,161.62,157.76,161.35,AAP
6,2019-02-01,159.9,161.68,158.53,159.04,AAP
7,2019-01-31,158.4,160.11,155.7813,159.2,AAP
8,2019-01-30,156.19,160.2,155.6,159.04,AAP
9,2019-01-29,154.15,155.45,151.75,155.39,AAP
10,2019-01-28,151.65,155.05,150.05,154.86,AAP
11,2019-01-25,156.83,156.83,150.24,153.22,AAP
12,2019-01-24,164.5,164.97,155.64,156.31,AAP
13,2019-01-23,164.04,166.6,162.16,164.33,AAP
14,2019-01-22,166.67,168.42,162.26,164.13,AAP
15,2019-01-18,167.23,168.78,163.66,167.61,AAP
16,2019-01-17,161.99,167.42,161.5,166.28,AAP
17,2019-01-16,160.89,162.46,159.025,162.44,AAP
18,2019-01-15,158.62,162.32,158.03,160.28,AAP
19,2019-01-14,157.79,159.49,156.69,158.72,AAP
20,2019-01-11,164.51,166.425,159.25,159.42,AAP
21,2019-01-10,163.03,165.23,160.76,165.07,AAP
22,2019-01-09,162.68,165.79,161.23,164.43,AAP
23,2019-01-08,162.01,162.9497,157.18,160.02,AAP
24,2019-01-07,161.68,163.57,156.83,161.14,AAP
25,2019-01-04,164.17,164.5,158.48,158.81,AAP
26,2019-01-03,158.23,164.07,157.74,162.85,AAP
27,2019-01-02,156.16,159.92,153.82,157.92,AAP
28,2018-12-31,156.05,157.68,154.99,157.46,AAP
29,2018-12-28,155.34,157.3,153.6395,155.46,AAP
30,2018-12-27,153.44,154.77,149.58,154.69,AAP
31,2018-12-26,149.72,155.13,149.03,155.03,AAP
32,2018-12-24,151.03,152.0,148.37,148.92,AAP
33,2018-12-21,151.57,155.885,150.335,151.41,AAP
34,2018-12-20,155.28,156.15,150.65,152.5,AAP
35,2018-12-19,158.71,160.49,155.43,156.12,AAP
36,2018-12-18,160.0,162.89,157.83,158.24,AAP
37,2018-12-17,162.61,162.73,158.13,158.84,AAP
38,2018-12-14,165.3,168.38,163.395,163.78,AAP
39,2018-12-13,166.82,167.98,165.13,166.29,AAP
40,2018-12-12,166.95,168.86,166.1225,166.98,AAP
41,2018-12-11,167.68,168.89,165.01,165.8,AAP
42,2018-12-10,167.81,167.82,163.41,166.17,AAP
43,2018-12-07,174.62,177.2601,167.38,167.59,AAP
44,2018-12-06,176.31,177.0,170.75,175.76,AAP
45,2018-12-04,180.12,181.7264,175.62,178.19,AAP
46,2018-12-03,178.97,179.79,174.85,177.89,AAP
47,2018-11-30,177.78,178.9124,175.01,177.71,AAP
48,2018-11-29,177.91,179.18,177.34,177.67,AAP
49,2018-11-28,178.85,180.79,177.95,178.95,AAP
50,2018-11-27,176.65,181.42,176.6,179.27,AAP
51,2018-11-26,178.91,180.765,176.92,177.72,AAP
52,2018-11-23,173.7,178.53,173.66,177.24,AAP
53,2018-11-21,171.5,176.09,171.41,174.67,AAP
54,2018-11-20,174.05,177.67,171.12,171.53,AAP
55,2018-11-19,179.15,182.49,176.9,177.75,AAP
56,2018-11-16,177.55,179.4945,176.0,179.21,AAP
57,2018-11-15,176.88,180.44,174.801,179.05,AAP
58,2018-11-14,185.99,186.15,177.61,177.68,AAP
59,2018-11-13,184.07,185.5,177.512,184.72,AAP
60,2018-11-12,170.33,170.9,166.19,167.06,AAP
61,2018-11-09,172.66,174.71,170.69,171.18,AAP
62,2018-11-08,170.12,173.69,169.45,172.45,AAP
63,2018-11-07,169.21,170.56,167.08,170.51,AAP
64,2018-11-06,166.56,168.79,165.69,168.09,AAP
65,2018-11-05,165.24,166.11,163.29,165.11,AAP
66,2018-11-02,165.02,165.69,163.72,165.0,AAP
67,2018-11-01,159.96,164.35,158.1,163.51,AAP
68,2018-10-31,166.09,166.09,159.67,159.76,AAP
69,2018-10-30,165.16,165.62,163.18,164.97,AAP
70,2018-10-29,166.71,168.52,162.911,164.87,AAP
71,2018-10-26,161.7,165.52,160.21,164.55,AAP
72,2018-10-25,159.41,164.41,157.125,163.17,AAP
73,2018-10-24,163.5,167.0233,158.85,159.18,AAP
74,2018-10-23,162.44,165.14,161.39,163.97,AAP
75,2018-10-22,164.39,165.65,162.99,164.77,AAP
76,2018-10-19,163.3,166.76,162.37,164.33,AAP
77,2018-10-18,159.72,163.0,158.5196,162.19,AAP
78,2018-10-17,166.81,167.8,154.02,159.58,AAP
79,2018-10-16,170.7,170.7,163.78,168.37,AAP
80,2018-10-15,165.0,168.68,164.76,166.93,AAP
81,2018-10-12,163.58,165.95,162.615,165.12,AAP
