,timestamp1,open1,high1,low1,close1,symbol
0,2019-02-11,108.72,109.52,108.23,108.63,HSY
1,2019-02-08,106.81,108.51,106.46,108.42,HSY
2,2019-02-07,105.15,106.97,104.36,106.96,HSY
3,2019-02-06,106.07,106.61,105.75,106.14,HSY
4,2019-02-05,105.58,106.9,105.17,106.1,HSY
5,2019-02-04,104.75,105.76,104.19,105.73,HSY
6,2019-02-01,106.05,106.45,104.32,104.78,HSY
7,2019-01-31,103.3,106.54,100.8,106.1,HSY
8,2019-01-30,105.21,106.78,105.105,105.58,HSY
9,2019-01-29,104.83,105.8,104.33,105.01,HSY
10,2019-01-28,104.35,105.15,103.9,104.95,HSY
11,2019-01-25,105.73,106.18,104.05,104.3,HSY
12,2019-01-24,107.0,107.15,104.94,105.37,HSY
13,2019-01-23,108.44,108.91,107.95,108.56,HSY
14,2019-01-22,108.19,108.8,107.18,108.31,HSY
15,2019-01-18,108.05,108.55,107.3,108.14,HSY
16,2019-01-17,106.71,107.88,106.71,107.78,HSY
17,2019-01-16,107.53,107.87,106.3,106.7,HSY
18,2019-01-15,105.93,107.83,105.93,107.73,HSY
19,2019-01-14,106.42,106.69,105.76,106.03,HSY
20,2019-01-11,106.75,107.03,105.18,106.59,HSY
21,2019-01-10,105.84,106.93,105.62,106.8,HSY
22,2019-01-09,106.4,106.96,105.385,105.69,HSY
23,2019-01-08,105.9,106.68,104.91,106.47,HSY
24,2019-01-07,105.73,106.27,104.93,105.41,HSY
25,2019-01-04,106.31,107.41,105.52,106.08,HSY
26,2019-01-03,105.23,107.3516,104.91,106.24,HSY
27,2019-01-02,106.18,106.56,104.77,105.44,HSY
28,2018-12-31,106.48,107.21,105.82,107.18,HSY
29,2018-12-28,106.37,107.9,105.865,106.3,HSY
30,2018-12-27,105.36,106.14,103.1,106.13,HSY
31,2018-12-26,103.51,105.77,102.11,105.63,HSY
32,2018-12-24,105.9,105.9,103.06,103.37,HSY
33,2018-12-21,106.23,109.32,105.91,105.91,HSY
34,2018-12-20,106.68,107.89,105.26,106.43,HSY
35,2018-12-19,107.42,108.8,106.33,107.33,HSY
36,2018-12-18,105.39,105.66,103.7,104.36,HSY
37,2018-12-17,107.79,108.29,104.52,105.17,HSY
38,2018-12-14,109.65,110.0,107.61,107.87,HSY
39,2018-12-13,108.91,110.15,108.47,110.01,HSY
40,2018-12-12,108.33,109.46,108.01,109.03,HSY
41,2018-12-11,107.66,108.62,107.28,107.91,HSY
42,2018-12-10,107.59,107.59,105.25,107.13,HSY
43,2018-12-07,107.93,108.435,106.44,107.14,HSY
44,2018-12-06,108.0,108.17,105.1,108.14,HSY
45,2018-12-04,109.21,110.3,107.83,108.1,HSY
46,2018-12-03,108.52,109.32,107.56,108.93,HSY
47,2018-11-30,107.84,108.49,107.6,108.3,HSY
48,2018-11-29,106.46,107.76,106.45,107.45,HSY
49,2018-11-28,105.75,107.135,105.75,106.65,HSY
50,2018-11-27,106.05,107.06,105.46,106.61,HSY
51,2018-11-26,106.38,106.69,105.13,106.0,HSY
52,2018-11-23,106.22,106.81,106.04,106.21,HSY
53,2018-11-21,106.3,107.335,105.6,106.16,HSY
