,timestamp1,open1,high1,low1,close1,symbol
0,2019-02-11,34.41,34.43,33.92,34.4,FLR
1,2019-02-08,34.53,34.85,33.495,34.48,FLR
2,2019-02-07,36.0,36.06,34.55,34.76,FLR
3,2019-02-06,35.83,36.33,35.39,36.17,FLR
4,2019-02-05,36.08,36.61,35.38,35.73,FLR
5,2019-02-04,36.22,36.435,35.69,36.2,FLR
6,2019-02-01,36.56,36.91,36.27,36.32,FLR
7,2019-01-31,36.44,36.86,36.05,36.57,FLR
8,2019-01-30,36.5,36.73,35.53,36.27,FLR
9,2019-01-29,36.45,36.72,36.2,36.24,FLR
10,2019-01-28,36.77,37.015,36.04,36.43,FLR
11,2019-01-25,37.12,37.62,37.08,37.32,FLR
12,2019-01-24,36.4,37.23,36.4,36.82,FLR
13,2019-01-23,37.18,37.48,36.16,36.49,FLR
14,2019-01-22,38.22,38.63,36.78,37.0,FLR
15,2019-01-18,37.77,38.6,37.71,38.53,FLR
16,2019-01-17,36.44,37.63,36.33,37.35,FLR
17,2019-01-16,36.4,36.78,36.27,36.44,FLR
18,2019-01-15,36.89,36.9067,36.3001,36.5,FLR
19,2019-01-14,36.03,37.15,35.7538,36.69,FLR
20,2019-01-11,35.8,36.88,35.4583,36.64,FLR
21,2019-01-10,35.45,36.13,35.22,36.12,FLR
22,2019-01-09,35.54,36.2,35.12,35.8,FLR
23,2019-01-08,35.22,35.83,35.02,35.29,FLR
24,2019-01-07,34.0,35.13,33.71,34.91,FLR
25,2019-01-04,33.12,34.21,32.8355,34.12,FLR
26,2019-01-03,32.89,33.1,32.0,32.37,FLR
27,2019-01-02,31.66,33.0863,31.35,32.94,FLR
28,2018-12-31,31.96,32.55,31.6626,32.2,FLR
29,2018-12-28,32.31,32.47,31.61,31.83,FLR
30,2018-12-27,31.25,32.15,30.55,32.15,FLR
31,2018-12-26,30.15,32.32,30.01,32.31,FLR
32,2018-12-24,29.95,30.82,29.78,29.99,FLR
33,2018-12-21,31.24,31.7,30.08,30.23,FLR
34,2018-12-20,31.86,32.32,30.61,31.05,FLR
35,2018-12-19,32.39,33.7,31.785,31.94,FLR
36,2018-12-18,32.7,33.1886,32.22,32.38,FLR
37,2018-12-17,32.85,33.31,32.33,32.58,FLR
38,2018-12-14,33.05,33.9,32.71,32.9,FLR
39,2018-12-13,34.37,34.57,33.47,33.53,FLR
40,2018-12-12,34.37,34.87,33.96,34.11,FLR
41,2018-12-11,36.42,36.58,33.72,33.8,FLR
42,2018-12-10,36.51,36.52,35.2,35.71,FLR
43,2018-12-07,37.57,38.2,36.23,36.53,FLR
44,2018-12-06,37.6,37.695,35.65,37.34,FLR
45,2018-12-04,41.26,41.35,38.39,38.76,FLR
46,2018-12-03,41.8,42.18,40.99,41.36,FLR
47,2018-11-30,41.06,41.37,40.6,40.93,FLR
48,2018-11-29,41.85,41.98,40.89,41.08,FLR
49,2018-11-28,40.9,41.87,40.14,41.8,FLR
50,2018-11-27,40.97,41.49,40.28,40.71,FLR
51,2018-11-26,40.67,41.8,40.51,41.22,FLR
52,2018-11-23,41.0,41.03,40.18,40.21,FLR
53,2018-11-21,41.84,42.2,41.52,41.66,FLR
54,2018-11-20,42.88,42.91,41.3,41.4,FLR
55,2018-11-19,44.41,44.62,42.9,43.65,FLR
56,2018-11-16,45.6,46.97,44.58,44.67,FLR
57,2018-11-15,44.35,46.505,44.31,45.77,FLR
58,2018-11-14,45.15,46.32,44.65,44.75,FLR
59,2018-11-13,45.21,45.59,43.98,44.5,FLR
60,2018-11-12,46.63,46.7381,44.91,45.02,FLR
61,2018-11-09,47.65,47.89,46.5,46.6,FLR
62,2018-11-08,49.21,49.45,48.09,48.23,FLR
63,2018-11-07,49.26,49.45,48.06,49.21,FLR
64,2018-11-06,47.13,48.74,47.13,48.17,FLR
65,2018-11-05,46.57,47.95,46.46,47.33,FLR
66,2018-11-02,43.555,46.97,43.555,45.97,FLR
67,2018-11-01,44.06,44.96,43.75,44.83,FLR
68,2018-10-31,45.45,45.89,43.84,43.86,FLR
69,2018-10-30,43.49,44.65,43.12,44.53,FLR
70,2018-10-29,44.71,44.71,42.66,43.4,FLR
71,2018-10-26,42.86,44.78,42.22,44.16,FLR
72,2018-10-25,43.02,44.065,42.92,43.61,FLR
73,2018-10-24,45.07,45.21,42.51,42.61,FLR
74,2018-10-23,45.09,45.38,44.21,44.98,FLR
75,2018-10-22,46.99,46.99,46.0,46.22,FLR
76,2018-10-19,47.02,47.22,46.4,46.66,FLR
77,2018-10-18,47.12,48.44,46.38,46.79,FLR
78,2018-10-17,46.83,47.02,46.26,46.74,FLR
79,2018-10-16,45.54,46.945,45.32,46.87,FLR
80,2018-10-15,46.52,46.79,45.07,45.23,FLR
81,2018-10-12,47.08,47.09,45.585,46.71,FLR
82,2018-10-11,47.51,50.0,46.12,46.53,FLR
83,2018-10-10,58.75,58.75,56.0801,56.22,FLR
84,2018-10-09,59.26,59.44,58.63,58.71,FLR
85,2018-10-08,58.48,59.7495,58.34,59.33,FLR
86,2018-10-05,59.08,59.29,58.31,58.72,FLR
87,2018-10-04,59.42,59.76,58.7738,59.11,FLR
88,2018-10-03,60.37,60.49,59.18,59.54,FLR
89,2018-10-02,59.16,60.6,59.03,60.25,FLR
90,2018-10-01,58.64,59.14,58.385,58.61,FLR
91,2018-09-28,58.46,58.78,58.01,58.1,FLR
92,2018-09-27,58.33,58.84,58.09,58.37,FLR
93,2018-09-26,58.64,58.89,58.08,58.15,FLR
94,2018-09-25,59.14,59.3416,58.54,58.62,FLR
95,2018-09-24,59.37,59.8,58.74,59.06,FLR
96,2018-09-21,59.19,59.8,59.1,59.43,FLR
97,2018-09-20,59.37,59.99,58.83,59.0,FLR
98,2018-09-19,58.57,59.24,58.43,58.9,FLR
99,2018-09-18,57.9,58.8,57.9,58.57,FLR
