,timestamp1,open1,high1,low1,close1,symbol
0,2019-02-11,65.58,67.07,65.58,66.74,COP
1,2019-02-08,66.8,67.08,65.255,66.26,COP
2,2019-02-07,68.37,68.83,67.25,67.48,COP
3,2019-02-06,68.66,69.55,68.51,69.11,COP
4,2019-02-05,69.65,69.96,69.11,69.26,COP
5,2019-02-04,68.19,70.01,68.19,69.93,COP
6,2019-02-01,68.34,69.45,68.1,68.68,COP
7,2019-01-31,66.54,68.31,65.9,67.69,COP
8,2019-01-30,65.8,66.1,65.11,65.69,COP
9,2019-01-29,66.21,66.29,65.25,65.3,COP
10,2019-01-28,65.87,65.8739,64.88,65.35,COP
11,2019-01-25,66.65,67.61,66.5201,66.99,COP
12,2019-01-24,65.97,66.73,65.45,66.12,COP
13,2019-01-23,66.22,66.46,65.15,65.86,COP
14,2019-01-22,67.0,67.24,65.5834,65.75,COP
15,2019-01-18,67.64,68.31,67.17,67.9,COP
16,2019-01-17,65.06,67.17,65.01,67.06,COP
17,2019-01-16,65.74,66.27,65.49,65.66,COP
18,2019-01-15,66.04,66.78,65.76,66.03,COP
19,2019-01-14,65.62,66.32,65.33,65.61,COP
20,2019-01-11,67.28,67.34,65.79,66.39,COP
21,2019-01-10,65.87,68.01,65.43,67.94,COP
22,2019-01-09,65.07,66.75,64.6,66.45,COP
23,2019-01-08,64.21,64.58,63.46,64.32,COP
24,2019-01-07,63.91,64.27,62.69,63.47,COP
25,2019-01-04,63.08,63.91,62.66,63.75,COP
26,2019-01-03,63.54,63.71,61.66,62.18,COP
27,2019-01-02,60.69,63.85,60.43,63.38,COP
28,2018-12-31,62.13,62.73,61.685,62.35,COP
29,2018-12-28,62.75,62.87,61.15,61.67,COP
30,2018-12-27,60.63,62.24,59.4503,62.23,COP
31,2018-12-26,57.68,61.53,56.75,61.5,COP
32,2018-12-24,58.83,59.68,57.01,57.01,COP
33,2018-12-21,59.21,60.97,58.81,59.8,COP
34,2018-12-20,60.27,61.72,59.67,60.0,COP
35,2018-12-19,62.56,63.76,60.82,61.28,COP
36,2018-12-18,63.03,63.62,61.47,61.91,COP
37,2018-12-17,64.57,64.84,62.6934,63.12,COP
38,2018-12-14,66.12,66.29,64.31,64.55,COP
39,2018-12-13,65.12,67.08,64.89,66.13,COP
40,2018-12-12,66.05,67.06,65.22,65.27,COP
41,2018-12-11,66.14,66.75,64.73,65.44,COP
42,2018-12-10,65.09,65.79,63.3,65.2,COP
43,2018-12-07,68.24,69.12,65.81,65.91,COP
44,2018-12-06,64.92,66.61,64.31,66.61,COP
45,2018-12-04,69.43,69.72,66.79,66.92,COP
46,2018-12-03,68.1,69.26,67.56,69.11,COP
47,2018-11-30,66.03,66.94,65.43,66.18,COP
48,2018-11-29,66.46,67.51,66.21,66.87,COP
49,2018-11-28,65.11,66.63,65.09,66.35,COP
50,2018-11-27,64.73,65.6,64.15,65.28,COP
51,2018-11-26,64.7,65.6,64.53,64.7,COP
52,2018-11-23,62.88,63.93,62.41,63.8,COP
53,2018-11-21,64.41,66.15,64.22,65.48,COP
54,2018-11-20,65.56,65.56,63.2201,63.99,COP
55,2018-11-19,65.37,66.73,65.03,66.44,COP
56,2018-11-16,65.59,66.44,65.38,66.12,COP
57,2018-11-15,63.58,65.2862,63.25,65.21,COP
58,2018-11-14,64.82,66.01,63.52,64.12,COP
59,2018-11-13,64.78,65.58,62.6,63.72,COP
60,2018-11-12,67.59,68.07,65.14,65.14,COP
61,2018-11-09,65.73,67.21,64.79,66.73,COP
62,2018-11-08,69.76,70.31,66.67,66.91,COP
63,2018-11-07,70.74,71.26,69.25,70.03,COP
64,2018-11-06,69.35,69.57,68.25,69.5,COP
65,2018-11-05,68.69,69.5,68.25,69.03,COP
66,2018-11-02,69.69,70.25,67.3789,67.84,COP
67,2018-11-01,70.2,70.9547,68.49,69.58,COP
68,2018-10-31,70.39,71.82,69.75,69.9,COP
69,2018-10-30,67.18,69.71,66.86,69.52,COP
70,2018-10-29,69.18,69.705,66.22,67.35,COP
71,2018-10-26,66.96,69.07,66.67,68.48,COP
72,2018-10-25,67.88,68.69,66.54,68.02,COP
73,2018-10-24,69.7,70.02,65.0,65.69,COP
74,2018-10-23,70.54,70.59,68.205,69.22,COP
75,2018-10-22,72.61,72.77,71.26,72.05,COP
76,2018-10-19,72.67,73.9,72.26,72.49,COP
77,2018-10-18,71.62,73.18,71.51,72.59,COP
78,2018-10-17,74.07,74.07,72.22,72.48,COP
79,2018-10-16,73.76,74.18,73.23,73.8,COP
80,2018-10-15,73.83,74.19,73.01,73.27,COP
81,2018-10-12,73.72,74.25,72.59,73.83,COP
82,2018-10-11,74.16,74.77,71.93,72.79,COP
83,2018-10-10,79.57,79.65,75.01,75.09,COP
84,2018-10-09,78.59,79.96,78.14,79.4,COP
85,2018-10-08,77.73,78.77,77.27,78.28,COP
86,2018-10-05,78.0,78.57,77.59,78.39,COP
87,2018-10-04,78.41,78.875,77.59,78.28,COP
88,2018-10-03,78.63,78.91,77.89,78.57,COP
89,2018-10-02,79.29,79.47,78.22,78.28,COP
90,2018-10-01,77.77,80.24,77.74,79.89,COP
91,2018-09-28,77.32,78.68,77.32,77.4,COP
92,2018-09-27,77.72,77.99,77.31,77.52,COP
93,2018-09-26,77.74,78.39,77.2,77.28,COP
94,2018-09-25,77.95,78.6075,77.64,78.11,COP
95,2018-09-24,77.0,77.9,76.79,77.06,COP
96,2018-09-21,75.77,76.66,75.36,76.28,COP
97,2018-09-20,75.1,76.15,74.81,75.36,COP
98,2018-09-19,75.0,75.86,74.65,75.53,COP
99,2018-09-18,74.75,75.73,74.63,75.04,COP
