,timestamp1,open1,high1,low1,close1,symbol
0,2019-02-11,46.19,46.19,44.17,44.56,L
1,2019-02-08,47.59,47.84,46.97,47.47,L
2,2019-02-07,47.74,48.0,47.39,47.84,L
3,2019-02-06,47.9,48.12,47.8,48.02,L
4,2019-02-05,48.03,48.08,47.7,48.08,L
5,2019-02-04,47.94,48.04,47.5797,48.01,L
6,2019-02-01,48.08,48.1,47.7,48.05,L
7,2019-01-31,47.73,47.99,47.495,47.9,L
8,2019-01-30,47.79,48.25,47.44,48.11,L
9,2019-01-29,47.59,47.79,47.43,47.73,L
10,2019-01-28,47.47,47.75,47.2,47.65,L
11,2019-01-25,47.79,48.11,47.65,47.79,L
12,2019-01-24,47.22,47.6,47.1,47.42,L
13,2019-01-23,47.08,47.36,46.71,47.26,L
14,2019-01-22,47.32,47.58,46.68,46.94,L
15,2019-01-18,46.85,47.56,46.79,47.53,L
16,2019-01-17,46.5,46.9,46.4,46.8,L
17,2019-01-16,46.69,47.05,46.46,46.68,L
18,2019-01-15,46.62,46.89,46.29,46.65,L
19,2019-01-14,46.3,46.95,46.09,46.65,L
20,2019-01-11,46.18,46.63,46.15,46.58,L
21,2019-01-10,45.96,46.45,45.83,46.39,L
22,2019-01-09,45.94,46.29,45.77,46.05,L
23,2019-01-08,46.2,46.34,45.34,45.85,L
24,2019-01-07,45.52,46.57,45.41,45.96,L
25,2019-01-04,45.2,45.92,45.12,45.65,L
26,2019-01-03,44.93,45.205,44.44,44.52,L
27,2019-01-02,44.73,45.435,44.68,45.08,L
28,2018-12-31,45.1,45.52,44.93,45.52,L
29,2018-12-28,45.27,45.6,44.64,44.91,L
30,2018-12-27,43.74,44.98,43.35,44.97,L
31,2018-12-26,42.7,44.47,42.06,44.46,L
32,2018-12-24,43.61,43.87,42.54,42.54,L
33,2018-12-21,44.56,45.74,43.85,43.87,L
34,2018-12-20,44.53,45.24,44.34,44.65,L
35,2018-12-19,45.0,46.29,44.68,44.88,L
36,2018-12-18,45.24,45.8,44.71,45.06,L
37,2018-12-17,44.98,45.86,44.82,45.01,L
38,2018-12-14,45.04,45.61,44.98,45.07,L
39,2018-12-13,45.24,45.54,45.1,45.51,L
40,2018-12-12,45.48,45.79,45.05,45.09,L
41,2018-12-11,45.69,46.05,44.72,44.86,L
42,2018-12-10,45.83,45.83,44.46,45.14,L
43,2018-12-07,46.99,47.58,45.56,45.78,L
44,2018-12-06,46.22,46.92,45.35,46.92,L
45,2018-12-04,48.37,48.48,46.87,46.97,L
46,2018-12-03,48.59,48.74,47.86,48.5,L
47,2018-11-30,47.99,48.19,47.67,48.06,L
48,2018-11-29,48.36,48.64,47.85,47.98,L
49,2018-11-28,47.59,48.73,47.5,48.73,L
50,2018-11-27,47.8,48.08,47.04,47.55,L
51,2018-11-26,47.39,48.17,47.34,48.06,L
52,2018-11-23,46.94,47.43,46.73,46.97,L
53,2018-11-21,47.51,48.18,47.25,47.3,L
54,2018-11-20,48.15,48.34,47.26,47.43,L
55,2018-11-19,48.52,48.92,48.201,48.45,L
56,2018-11-16,47.92,48.63,47.76,48.5,L
57,2018-11-15,47.11,48.24,46.81,48.15,L
58,2018-11-14,48.89,48.92,47.205,47.49,L
59,2018-11-13,48.86,49.43,48.48,48.65,L
60,2018-11-12,49.57,49.67,48.67,48.77,L
61,2018-11-09,49.26,49.78,49.14,49.59,L
62,2018-11-08,49.49,50.01,49.15,49.44,L
63,2018-11-07,49.61,49.95,49.01,49.74,L
64,2018-11-06,48.72,49.66,48.72,49.51,L
65,2018-11-05,46.25,48.89,46.11,48.8,L
66,2018-11-02,47.51,47.72,46.03,46.29,L
67,2018-11-01,46.83,47.2,46.69,47.16,L
68,2018-10-31,46.58,47.19,46.43,46.56,L
69,2018-10-30,45.54,46.18,45.17,46.12,L
70,2018-10-29,45.61,46.13,44.89,45.3,L
71,2018-10-26,45.37,45.81,44.85,45.2,L
72,2018-10-25,45.1,46.09,45.03,45.75,L
73,2018-10-24,46.11,46.17,44.78,44.83,L
74,2018-10-23,45.88,46.38,45.63,46.18,L
75,2018-10-22,47.0,47.31,46.47,46.57,L
76,2018-10-19,46.61,47.37,46.41,47.0,L
77,2018-10-18,47.2,47.67,46.63,46.75,L
78,2018-10-17,46.93,47.77,46.71,47.32,L
79,2018-10-16,47.09,47.15,46.61,47.06,L
80,2018-10-15,46.74,47.34,46.67,46.84,L
81,2018-10-12,47.69,47.8,46.01,46.8,L
82,2018-10-11,49.07,49.07,47.2,47.24,L
83,2018-10-10,50.57,50.73,49.2,49.21,L
84,2018-10-09,50.84,51.07,50.3,50.72,L
85,2018-10-08,49.89,50.94,49.78,50.88,L
86,2018-10-05,50.31,50.6,49.88,49.93,L
87,2018-10-04,50.12,50.39,50.05,50.35,L
88,2018-10-03,50.33,50.54,49.95,50.15,L
89,2018-10-02,50.22,50.36,49.99,50.1,L
90,2018-10-01,50.38,50.69,50.03,50.25,L
91,2018-09-28,49.75,50.32,49.63,50.23,L
92,2018-09-27,49.97,50.21,49.7101,49.94,L
93,2018-09-26,50.85,50.85,49.94,49.97,L
94,2018-09-25,51.31,51.31,50.73,50.74,L
95,2018-09-24,51.77,51.88,50.96,51.03,L
96,2018-09-21,52.33,52.33,51.72,51.76,L
97,2018-09-20,52.05,52.35,51.98,52.16,L
98,2018-09-19,51.14,52.0,51.13,51.8,L
99,2018-09-18,50.88,51.1,50.49,51.04,L
