timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2019-02-11,396.9500,400.8500,395.6300,400.0700,400.0700,407559,0.0000,1.0000
2019-02-08,388.5200,395.9900,387.8900,395.8200,395.8200,354574,0.0000,1.0000
2019-02-07,389.0000,392.1200,385.9800,389.7900,389.7900,402415,0.0000,1.0000
2019-02-06,395.0000,396.9700,388.3900,390.1000,390.1000,732609,0.0000,1.0000
2019-02-05,397.0400,398.9950,372.7467,395.7900,395.7900,527694,0.0000,1.0000
2019-02-04,397.0000,397.0000,392.3700,395.2900,395.2900,487560,0.0000,1.0000
2019-02-01,393.4500,396.6600,390.8700,396.3800,396.3800,646085,0.0000,1.0000
2019-01-31,382.8300,394.8300,379.9050,394.0000,394.0000,591355,0.0000,1.0000
2019-01-30,379.2900,384.8000,379.1500,383.0100,383.0100,400285,0.0000,1.0000
2019-01-29,378.1000,379.8800,373.8900,379.2900,379.2900,352133,0.0000,1.0000
2019-01-28,367.9500,377.9700,363.9000,377.1100,377.1100,466570,0.0000,1.0000
2019-01-25,371.7800,373.1400,364.9100,369.4400,369.4400,760611,0.0000,1.0000
2019-01-24,357.3500,371.5600,357.3500,371.2800,371.2800,492603,0.0000,1.0000
2019-01-23,370.8600,371.6900,363.1500,365.2600,365.2600,667121,0.0000,1.0000
2019-01-22,374.6700,375.7885,368.2600,371.0100,371.0100,858564,0.0000,1.0000
2019-01-18,383.4800,383.4800,373.7500,374.6700,374.6700,638145,0.0000,1.0000
2019-01-17,380.9700,383.5900,379.2100,381.8300,381.8300,490227,0.0000,1.0000
2019-01-16,381.2100,384.1800,379.5300,381.1100,381.1100,620847,0.0000,1.0000
2019-01-15,379.4600,383.5900,378.1450,382.9800,382.9800,721234,0.0000,1.0000
2019-01-14,370.3000,377.1500,369.9898,376.5800,376.5800,638246,0.0000,1.0000
2019-01-11,369.9600,372.3000,366.5500,371.4300,371.4300,433609,0.0000,1.0000
2019-01-10,356.3100,371.2200,355.0370,370.6800,370.6800,1033639,0.0000,1.0000
2019-01-09,363.6900,365.0900,348.2400,357.3200,357.3200,1024838,0.0000,1.0000
2019-01-08,357.4200,363.1800,357.4200,361.8600,361.8600,680840,0.0000,1.0000
2019-01-07,353.0000,357.0200,351.4100,354.5000,354.5000,730277,0.0000,1.0000
2019-01-04,347.8000,356.6350,346.3600,353.7900,353.7900,543717,0.0000,1.0000
2019-01-03,348.6600,355.4700,345.1700,345.9400,345.9400,779663,0.0000,1.0000
2019-01-02,349.2800,352.6900,343.5800,350.0000,350.0000,664554,0.0000,1.0000
2018-12-31,352.3500,353.3000,347.6104,352.5600,352.5600,384385,0.0000,1.0000
2018-12-28,348.7500,356.1400,347.1000,352.8500,352.8500,569930,0.0000,1.0000
2018-12-27,345.6500,348.9900,337.6650,346.3900,346.3900,569727,0.0000,1.0000
2018-12-26,340.4000,349.2700,335.2900,349.2700,349.2700,594813,0.0000,1.0000
2018-12-24,348.7500,349.9000,338.9700,339.0200,339.0200,339736,0.0000,1.0000
2018-12-21,358.6200,363.6800,348.6200,350.3100,350.3100,1277511,0.0000,1.0000
2018-12-20,367.4200,367.8000,355.3250,358.2100,358.2100,762816,0.0000,1.0000
2018-12-19,370.5000,374.0900,367.0800,368.4400,368.4400,795678,0.0000,1.0000
2018-12-18,371.8700,377.0600,369.4800,370.9700,370.9700,527322,0.0000,1.0000
2018-12-17,386.8900,387.5400,368.5600,369.0600,369.0600,832649,0.0000,1.0000
2018-12-14,387.7400,389.2400,383.7700,386.9000,386.9000,505286,0.0000,1.0000
2018-12-13,388.3100,395.2523,388.2300,389.3200,389.3200,429027,0.0000,1.0000
2018-12-12,390.3100,396.5000,386.6900,387.1200,387.1200,525929,0.0000,1.0000
2018-12-11,388.6900,391.6700,387.0600,389.8000,389.8000,449368,0.0000,1.0000
2018-12-10,388.1500,389.7600,381.6200,387.0800,387.0800,403102,0.0000,1.0000
2018-12-07,390.7900,393.3300,383.9500,386.4700,386.4700,450316,0.0000,1.0000
2018-12-06,381.9200,392.9000,377.9500,392.7200,392.7200,663476,0.0000,1.0000
2018-12-04,392.7400,396.5900,383.9100,385.0900,385.0900,754033,0.0000,1.0000
2018-12-03,387.4500,391.6900,385.2800,391.1100,391.1100,487571,0.0000,1.0000
2018-11-30,383.7500,388.3200,381.6700,385.2800,385.2800,786513,0.0000,1.0000
2018-11-29,385.5400,386.1700,381.4100,384.1100,384.1100,486549,0.0000,1.0000
2018-11-28,382.2300,385.4650,379.7850,384.0600,384.0600,618404,0.0000,1.0000
2018-11-27,382.1800,385.4400,378.3700,382.1100,382.1100,334269,0.0000,1.0000
2018-11-26,382.4500,383.9900,380.2800,382.1700,382.1700,572144,0.0000,1.0000
