,timestamp1,open1,high1,low1,close1,symbol
0,2019-02-11,185.0,185.42,182.75,182.92,HD
1,2019-02-08,183.05,184.58,182.72,184.54,HD
2,2019-02-07,183.74,184.9231,182.45,184.07,HD
3,2019-02-06,186.69,186.69,184.06,184.72,HD
4,2019-02-05,186.89,186.99,184.69,186.39,HD
5,2019-02-04,184.3,186.43,183.84,186.43,HD
6,2019-02-01,184.03,185.15,182.83,184.37,HD
7,2019-01-31,181.5,184.67,181.06,183.53,HD
8,2019-01-30,180.47,184.2,179.78,182.18,HD
9,2019-01-29,178.96,180.15,178.09,179.69,HD
10,2019-01-28,178.97,179.99,177.41,179.83,HD
11,2019-01-25,179.78,180.87,178.61,180.4,HD
12,2019-01-24,177.0,177.53,175.3,177.29,HD
13,2019-01-23,176.59,178.06,174.53,176.89,HD
14,2019-01-22,177.49,178.6048,175.3626,177.11,HD
15,2019-01-18,176.98,180.04,176.18,179.58,HD
16,2019-01-17,174.01,175.46,172.0,174.87,HD
17,2019-01-16,177.09,177.93,175.86,177.04,HD
18,2019-01-15,176.08,177.8212,175.2,176.47,HD
19,2019-01-14,177.59,179.23,176.9007,178.81,HD
20,2019-01-11,177.93,180.26,177.12,179.41,HD
21,2019-01-10,178.03,179.24,176.34,179.06,HD
22,2019-01-09,177.87,181.27,177.0999,179.73,HD
23,2019-01-08,178.57,179.59,175.61,177.89,HD
24,2019-01-07,173.83,178.18,173.83,177.04,HD
25,2019-01-04,170.18,174.74,169.5203,173.62,HD
26,2019-01-03,171.84,171.84,168.21,168.61,HD
27,2019-01-02,169.71,173.18,169.05,172.41,HD
28,2018-12-31,171.47,173.24,170.65,171.82,HD
29,2018-12-28,171.22,173.12,168.6,170.22,HD
30,2018-12-27,166.44,170.46,163.3627,170.32,HD
31,2018-12-26,159.46,168.28,159.44,168.28,HD
32,2018-12-24,160.16,161.4,158.09,158.14,HD
33,2018-12-21,162.81,167.96,160.17,160.48,HD
34,2018-12-20,166.28,167.31,162.23,164.16,HD
35,2018-12-19,170.92,174.95,166.77,167.56,HD
36,2018-12-18,168.9,171.95,168.5,170.04,HD
37,2018-12-17,171.51,171.99,166.93,167.97,HD
38,2018-12-14,172.98,175.14,171.95,172.29,HD
39,2018-12-13,174.31,174.91,172.07,173.87,HD
40,2018-12-12,173.75,176.87,172.81,174.21,HD
41,2018-12-11,174.3,175.6,171.24,172.21,HD
42,2018-12-10,173.39,173.985,167.73,171.69,HD
43,2018-12-07,175.35,178.36,172.24,172.79,HD
44,2018-12-06,173.5,176.04,170.4551,175.96,HD
45,2018-12-04,181.06,182.23,174.55,175.3,HD
46,2018-12-03,183.29,183.5,179.35,181.74,HD
47,2018-11-30,175.75,180.37,175.11,180.32,HD
48,2018-11-29,176.8,177.27,174.92,175.66,HD
49,2018-11-28,172.91,177.65,170.62,177.43,HD
50,2018-11-27,169.11,173.38,168.82,173.22,HD
51,2018-11-26,170.2,172.39,168.87,169.82,HD
52,2018-11-23,169.39,170.33,168.47,168.85,HD
53,2018-11-21,170.0,170.93,169.145,169.3,HD
54,2018-11-20,169.25,172.0,167.0,169.05,HD
55,2018-11-19,176.71,178.88,172.3,173.59,HD
56,2018-11-16,173.99,177.605,173.51,177.02,HD
57,2018-11-15,179.01,179.67,173.61,177.36,HD
58,2018-11-14,182.61,182.9,179.15,179.9,HD
59,2018-11-13,177.3,181.62,172.85,179.0,HD
60,2018-11-12,185.23,186.95,179.02,179.43,HD
61,2018-11-09,188.32,188.48,184.96,185.99,HD
62,2018-11-08,187.13,188.69,185.72,188.0,HD
63,2018-11-07,183.79,187.68,182.06,187.23,HD
64,2018-11-06,181.93,182.65,180.05,182.01,HD
65,2018-11-05,181.02,182.41,179.3,182.19,HD
66,2018-11-02,182.47,183.01,177.39,179.93,HD
67,2018-11-01,176.84,180.86,175.9,180.46,HD
68,2018-10-31,177.98,178.85,175.59,175.88,HD
69,2018-10-30,173.16,176.43,172.64,176.24,HD
70,2018-10-29,173.74,175.99,170.95,173.2,HD
71,2018-10-26,176.88,177.34,170.91,172.23,HD
72,2018-10-25,177.52,180.5,176.8262,179.07,HD
73,2018-10-24,178.58,182.3693,176.31,176.97,HD
74,2018-10-23,175.77,179.49,175.44,178.53,HD
75,2018-10-22,180.82,181.4,177.56,178.75,HD
76,2018-10-19,180.34,180.99,178.57,179.85,HD
77,2018-10-18,184.26,185.4,179.53,180.44,HD
78,2018-10-17,189.64,190.67,183.98,185.17,HD
79,2018-10-16,191.83,194.08,190.61,193.58,HD
80,2018-10-15,192.36,193.29,190.7021,191.17,HD
81,2018-10-12,192.75,193.59,190.16,192.47,HD
82,2018-10-11,193.71,196.67,188.47,189.74,HD
83,2018-10-10,199.11,199.24,193.35,193.7,HD
84,2018-10-09,197.95,199.18,195.58,195.75,HD
85,2018-10-08,196.24,198.66,195.06,198.41,HD
86,2018-10-05,199.07,199.7,194.57,196.38,HD
87,2018-10-04,203.65,203.76,198.27,198.85,HD
88,2018-10-03,206.1622,206.46,203.65,203.74,HD
89,2018-10-02,207.49,208.04,204.67,204.75,HD
90,2018-10-01,208.52,209.79,207.37,207.6,HD
91,2018-09-28,206.44,208.85,206.35,207.15,HD
92,2018-09-27,207.5,207.83,205.6713,206.84,HD
93,2018-09-26,208.58,209.14,207.23,207.52,HD
94,2018-09-25,208.84,209.3,206.8,207.46,HD
95,2018-09-24,211.52,211.84,207.96,207.99,HD
96,2018-09-21,211.3,212.66,210.51,212.39,HD
97,2018-09-20,211.66,212.61,211.005,211.06,HD
98,2018-09-19,212.0,212.67,210.66,211.68,HD
99,2018-09-18,208.63,211.73,208.16,211.02,HD
