,timestamp1,open1,high1,low1,close1,symbol
0,2019-02-11,30.53,31.09,30.48,31.04,MYL
1,2019-02-08,30.18,30.48,29.85,30.47,MYL
2,2019-02-07,30.85,31.08,30.2299,30.35,MYL
3,2019-02-06,30.95,31.21,30.83,30.97,MYL
4,2019-02-05,30.79,31.3027,30.69,31.08,MYL
5,2019-02-04,30.6,30.84,30.23,30.83,MYL
6,2019-02-01,30.02,30.84,30.0,30.76,MYL
7,2019-01-31,30.81,30.9899,29.6752,29.95,MYL
8,2019-01-30,28.73,30.94,28.51,30.82,MYL
9,2019-01-29,28.46,28.865,28.35,28.77,MYL
10,2019-01-28,28.75,28.9,28.39,28.53,MYL
11,2019-01-25,28.65,29.25,28.49,29.04,MYL
12,2019-01-24,28.06,28.45,27.76,28.21,MYL
13,2019-01-23,28.45,28.89,28.02,28.06,MYL
14,2019-01-22,29.26,29.26,28.35,28.89,MYL
15,2019-01-18,29.76,29.94,29.28,29.59,MYL
16,2019-01-17,29.12,29.55,28.75,29.55,MYL
17,2019-01-16,29.34,29.63,29.17,29.26,MYL
18,2019-01-15,29.52,29.75,29.17,29.35,MYL
19,2019-01-14,29.24,29.705,29.01,29.51,MYL
20,2019-01-11,28.89,29.58,28.81,29.55,MYL
21,2019-01-10,28.85,29.2,28.63,29.11,MYL
22,2019-01-09,29.91,29.99,28.36,28.94,MYL
23,2019-01-08,29.99,30.45,29.64,29.87,MYL
24,2019-01-07,28.78,30.125,28.65,29.75,MYL
25,2019-01-04,27.67,28.88,27.55,28.84,MYL
26,2019-01-03,27.83,28.18,27.17,27.23,MYL
27,2019-01-02,26.91,28.16,26.87,27.92,MYL
28,2018-12-31,27.31,27.58,26.98,27.4,MYL
29,2018-12-28,27.48,27.78,27.14,27.27,MYL
30,2018-12-27,27.19,27.44,26.3,27.43,MYL
31,2018-12-26,26.54,27.76,26.09,27.71,MYL
32,2018-12-24,26.36,26.82,26.0347,26.21,MYL
33,2018-12-21,27.44,27.86,26.18,26.46,MYL
34,2018-12-20,27.58,27.82,26.86,27.36,MYL
35,2018-12-19,28.93,29.09,27.585,27.72,MYL
36,2018-12-18,28.98,29.39,28.5,28.83,MYL
37,2018-12-17,29.1,29.42,28.65,28.84,MYL
38,2018-12-14,29.67,29.96,28.965,29.05,MYL
39,2018-12-13,30.51,30.72,29.825,30.04,MYL
40,2018-12-12,30.05,30.69,30.0,30.41,MYL
41,2018-12-11,30.61,30.76,29.31,29.62,MYL
42,2018-12-10,30.49,30.51,29.1001,30.3,MYL
43,2018-12-07,31.82,32.0,30.45,30.55,MYL
44,2018-12-06,32.49,32.69,31.39,31.84,MYL
45,2018-12-04,34.14,34.35,32.71,32.96,MYL
46,2018-12-03,34.19,34.46,33.44,34.1,MYL
47,2018-11-30,34.13,34.46,33.33,33.86,MYL
48,2018-11-29,33.83,34.45,33.61,34.04,MYL
49,2018-11-28,33.51,34.04,33.03,34.04,MYL
50,2018-11-27,33.27,33.59,33.03,33.49,MYL
51,2018-11-26,33.79,33.8767,33.34,33.47,MYL
52,2018-11-23,33.17,33.8,32.9,33.49,MYL
53,2018-11-21,33.8,33.99,33.03,33.38,MYL
54,2018-11-20,34.5,35.07,33.44,33.91,MYL
55,2018-11-19,34.85,35.155,34.32,34.6,MYL
56,2018-11-16,34.94,35.45,34.72,34.92,MYL
57,2018-11-15,34.38,35.224,34.03,35.14,MYL
58,2018-11-14,35.87,36.09,34.02,34.23,MYL
59,2018-11-13,36.11,36.455,35.68,35.76,MYL
60,2018-11-12,36.94,36.94,35.815,35.94,MYL
61,2018-11-09,36.92,37.06,36.43,36.95,MYL
62,2018-11-08,36.21,37.31,35.78,37.15,MYL
63,2018-11-07,36.85,36.85,35.9291,36.55,MYL
64,2018-11-06,34.86,37.56,34.75,36.43,MYL
65,2018-11-05,31.66,31.845,31.025,31.37,MYL
66,2018-11-02,32.56,32.79,31.33,31.68,MYL
67,2018-11-01,31.41,32.59,31.31,32.43,MYL
68,2018-10-31,31.57,31.8,31.1245,31.25,MYL
69,2018-10-30,31.13,31.71,30.76,31.31,MYL
70,2018-10-29,31.61,31.83,30.66,31.18,MYL
71,2018-10-26,30.61,31.98,30.35,31.29,MYL
72,2018-10-25,30.54,31.05,30.33,31.01,MYL
73,2018-10-24,32.11,32.45,30.44,30.53,MYL
74,2018-10-23,31.25,32.48,30.76,32.11,MYL
75,2018-10-22,32.28,32.45,31.37,31.66,MYL
76,2018-10-19,32.52,33.09,32.15,32.21,MYL
77,2018-10-18,33.0,33.15,32.185,32.42,MYL
