,timestamp1,open1,high1,low1,close1,symbol
0,2019-02-11,43.18,43.88,42.94,43.77,MAC
1,2019-02-08,42.44,43.58,42.44,43.24,MAC
2,2019-02-07,43.68,43.75,41.63,42.83,MAC
3,2019-02-06,45.41,45.665,44.7,44.87,MAC
4,2019-02-05,45.56,45.61,44.97,45.49,MAC
5,2019-02-04,45.49,45.795,45.1,45.48,MAC
6,2019-02-01,46.37,46.72,44.8,45.61,MAC
7,2019-01-31,46.44,46.57,45.71,46.16,MAC
8,2019-01-30,46.4,47.05,46.195,46.44,MAC
9,2019-01-29,46.44,46.67,46.175,46.34,MAC
10,2019-01-28,46.02,46.9,45.96,46.5,MAC
11,2019-01-25,45.31,46.18,44.97,46.14,MAC
12,2019-01-24,44.99,45.15,44.57,44.99,MAC
13,2019-01-23,45.0,45.23,44.4003,44.81,MAC
14,2019-01-22,46.29,46.29,44.97,45.24,MAC
15,2019-01-18,45.91,46.4,45.84,46.28,MAC
16,2019-01-17,45.45,45.95,44.89,45.94,MAC
17,2019-01-16,45.79,46.13,45.43,45.62,MAC
18,2019-01-15,45.18,45.84,45.18,45.8,MAC
19,2019-01-14,45.24,45.57,44.87,45.06,MAC
20,2019-01-11,46.01,46.08,45.29,45.45,MAC
21,2019-01-10,45.29,46.425,45.29,45.99,MAC
22,2019-01-09,46.5,46.64,45.9953,46.46,MAC
23,2019-01-08,45.64,46.7,45.43,46.51,MAC
24,2019-01-07,44.33,45.82,44.33,45.4,MAC
25,2019-01-04,43.8,44.585,43.8,44.23,MAC
26,2019-01-03,42.8,43.93,42.77,43.6,MAC
27,2019-01-02,42.74,43.29,42.04,42.84,MAC
28,2018-12-31,43.26,43.32,41.98,43.28,MAC
29,2018-12-28,43.56,43.85,42.49,43.14,MAC
30,2018-12-27,42.35,43.21,41.76,43.21,MAC
31,2018-12-26,41.17,42.91,40.9,42.88,MAC
32,2018-12-24,41.49,41.66,40.97,41.03,MAC
33,2018-12-21,42.2,42.94,41.19,41.72,MAC
34,2018-12-20,42.59,42.78,41.15,41.82,MAC
